"","p_value_mix_compsym"
"IL13RA2",0.668923693824698
"UTP14A",0.379384545446408
"METTL23",0.00586749214051047
"PTDSS1",0.148723455639586
"ZNF221",0.348332074100421
"GPR39",0.194023302725095
"JPH3",0.718030778985658
"SERPINB6",0.985911061376389
"OR4X2",0.602984830484014
"TMEM44",0.070409265942027
"ZBTB9",0.154983601510373
"CABP4",0.104827607973687
"PPP1R9B",0.236695816892033
"GPC5",0.737487462112981
"LOC728554",0.0102967519686418
"ARHGAP19",0.39225488948999
"CD27",0.00141811878569695
"NOL11",0.00104427757666355
"CDK4",0.000429450385125576
"DTX1",0.347807840852567
"TNFRSF12A",0.581534309822348
"SUGP2",0.0100040353613172
"SEMA6B",0.40834979035481
"DRD5",0.666167798367627
"RBM47",0.00816283278688151
"PIK3R1",0.00264058861056624
"ZNF329",0.0182650421087082
"CTSC",0.744392123194434
"COLEC12",0.0108723322415502
"NAA20",0.0585906289302
"NOB1",0.144658892911697
"PEMT",0.239783272758074
"GABRP",0.468002210562259
"BTG4",0.483541282873826
"DPEP2",0.0351031018787856
"NDNF",0.317107141334072
"PLPP4",0.488491588158098
"ZBTB3",0.859805486781059
"MAEA",0.312046879452496
"NIPA1",0.66744572546085
"ARMC10",0.238620689403915
"TMC7",0.254720648392467
"SCD",0.422807864539
"NUBP1",0.180127066250916
"APLN",0.672893135984747
"GIMAP2",0.278756721955565
"NOCT",0.333832108835313
"SF3B5",0.0120826819247855
"DNAJB13",0.138738137038272
"APCDD1L",0.0361796899734884
"MPC1L",0.7537524517959
"POLR2H",0.0245444214518067
"EIF3G",0.251482669877554
"ZBTB20",0.0884522114910786
"SP7",0.923264335868755
"ATP6V1H",0.247265193157551
"CPLX3",0.636805499212798
"PECAM1",0.0179738444824246
"PMAIP1",0.891233350020282
"FAM63A",0.00273193792165168
"NEPRO",0.384748856730135
"OR5J2",0.265318348544597
"SNORA66",0.221211665817144
"RAX",0.127637403444118
"FSCN3",0.521705687628914
"KIAA1755",0.398822166105946
"MRM3",0.0418533500744144
"HLA-DRA",0.397448081093759
"NAE1",0.0164188559599914
"STAR",0.121611999317223
"TMEM5",0.000627995225651828
"RPLP1",0.0297046624754975
"IL1RN",0.0105747911037596
"NOL8",0.479116678107488
"MRFAP1L1",0.0296882701850167
"ASMTL",0.582858854055546
"MRTO4",0.590602451479421
"LCOR",0.406404923967161
"DNAH5",0.0459161011624319
"C5AR1",0.00263817079509686
"MSMO1",0.0025675648487408
"TTTY4C",0.955314146762474
"ST8SIA4",0.615662612567526
"LOC646938",0.292659667520557
"ANKRD13A",0.00383827835041377
"CD81",0.000144028909704913
"PLEKHO2",0.00220451160715872
"EDIL3",0.727470418130693
"CDC42BPB",0.70638575885336
"SPINK5",0.835173705550917
"SOD3",0.843506705248342
"TM7SF2",0.486722177029956
"NGDN",0.0363046170637082
"TNNI1",0.800668381816508
"TIGD2",0.97490548496076
"PPM1A",0.247211608494401
"STK11IP",0.753947517300972
"STAT1",3.60946837511406e-08
"HACD4",0.944535930467786
"P4HA3",0.548710003945943
"CRKL",0.0824310224460208
"PDLIM7",0.00730042141208057
"NIPBL",0.0529137556707044
"PHF10",0.431840204976091
"ANO5",0.516883233494153
"DLL4",0.420636706922195
"CER1",0.118039254463441
"C1orf186",0.856488173585096
"BFSP2",0.852465498283888
"CNTNAP2",0.0752224520951673
"PCDHB19P",0.226744471423308
"BATF2",0.00202366968249828
"ALKBH2",0.198835827431226
"SYNPO2L",0.730497228659305
"RAE1",0.520458412968784
"SNAI3",0.167256693390928
"HNRNPUL1",0.989518611809573
"CRADD",0.189691796658048
"CC2D1B",0.706978346906586
"OR8S1",0.740610959913711
"TPRKB",0.251870120963436
"BCLAF1",0.682768356866576
"LTA4H",0.472572166955933
"ADO",0.597496160485344
"LINC01144",0.29132794289025
"KAT14",0.102844041419217
"OR10AD1",0.021359490129531
"COMMD3",0.0131787169840345
"DYNC1I1",0.234215541417743
"GFI1",0.0518453567156718
"FAM212A",0.663728831538892
"ANKRD11",0.649685352992861
"SMG7",0.280448644359757
"KIAA0895",0.812310533669816
"PCM1",0.0954961011154529
"RPL6",0.00684372323368916
"VAMP7",0.271119813564816
"PPP3CC",0.0982435986752693
"GZMM",0.115113602948961
"SSTR5",0.374485378271809
"RASSF4",0.0547366793899483
"ZNF709",0.668535952504139
"ASMT",0.654786220487834
"RALY",0.0633000857500715
"SLC9A8",0.0406672997558182
"SATB1",0.381840765848793
"CDK2AP2",0.265839941562784
"B3GALT4",0.85691358529629
"SEC23IP",0.338045455902375
"PEX11A",0.741884797002949
"OR5A2",0.163826200482102
"CBY3",0.540075402313252
"SNRPB2",0.0269651829661433
"RBMY1A1",0.158619231449234
"SURF4",0.998602929430495
"TREML1",0.620244739938411
"OR4F16",0.856241985104973
"TRMT112",0.00434481314042236
"HACD2",0.0202656415905959
"MKL2",0.603496394063971
"AKAP5",0.79105991663113
"PLPP7",0.784322435574131
"TOPAZ1",0.521963909885998
"ZNF470",0.200393388525966
"APOA1",0.0959662590768344
"CCR6",0.243803413410561
"C16orf87",0.0574714617709217
"SP100",0.0101848034541804
"STAT2",5.51665067462013e-05
"MAST2",0.900900541227633
"TYMP",2.30933731860503e-09
"ASAP1",0.00186949729000772
"SSX3",0.51875497300251
"DDT",0.155448928371866
"NEUROG2",0.365750428101224
"PNPLA3",0.839855025125699
"SLC22A18AS",0.133515427462396
"FCRLA",0.000792655871597568
"OR6B1",0.387221131520388
"MPV17",0.692948804129302
"SPATA2L",0.00891203719850954
"PIGN",0.566517740913532
"DNTTIP1",0.199640618347177
"RNF122",0.247154128620713
"VTN",0.4886516853079
"NAA38",0.059559620303899
"RAB18",0.787264550340153
"MT1A",0.0402087202188258
"TGM7",0.166018570361332
"CLSPN",0.878954543776545
"ATG4B",0.459848357184704
"OTX1",0.337395396010492
"TMX1",0.365153445958827
"UIMC1",0.00416996489862355
"ZNF566",0.508059958393337
"C20orf197",0.30387379976495
"CAP2",0.0730419608041265
"NAT8B",0.312927329486202
"CXXC1",0.0267692045821229
"CELSR3",0.00554194157772315
"PIGS",0.724835243548894
"RNF185",0.000491498569030268
"CFAP126",0.48735165603785
"NME8",0.220860503844953
"CLEC1A",0.66824204606384
"CACYBP",0.119152953392903
"IL7R",0.000382476517565601
"HHATL",0.844568632100354
"CSPG4P1Y",0.33215019405737
"DNPEP",0.685453142732878
"ZBTB11",0.248165593272919
"LDOC1L",0.105883234216883
"GSTCD",0.0695689167352605
"PRDM4",0.572489381424204
"BLVRA",0.0215617541225257
"UHRF2",0.000871826039797192
"YES1",0.0595392690311398
"GSX1",0.0869320673612465
"LONP2",0.281787276712097
"GTF2H2",0.365549339515111
"TRAF2",0.811018470769994
"LINC00597",0.859919463526572
"CXCR2P1",0.147373401722897
"PLAUR",3.19554865179024e-05
"MAPKAP1",0.561247257035868
"NIPAL4",0.658822269871472
"CUL4B",0.959558598134622
"LAT",0.0115571580591189
"SNORD26",0.264234068013747
"ELF2",0.705732451606697
"CCDC140",0.182190580550349
"GNPDA2",0.216473561916054
"METTL5",0.161387889988702
"TST",0.0572773427713708
"SNX2",0.338063725514093
"GTF3C6",0.00135598291932956
"LYG2",0.340482170086476
"CITED1",0.399924752645614
"LRRC73",0.462762151946551
"ZNF775",0.834239907485987
"RHBDF2",0.000573123433033499
"GGN",0.156930171261863
"PARP14",1.62774538575203e-05
"ST6GALNAC6",0.000247443579212035
"KHDRBS3",0.582415471694456
"C2CD3",0.280991737876691
"FAM45A",0.428183814500864
"SMNDC1",0.576382868286378
"DACT2",0.375556480725418
"ZNF26",0.193827810687853
"KIR2DS5",0.147867576693554
"PSMA1",0.00103333330246969
"OR4C16",0.106243414320539
"RNPS1",0.72444400896363
"G0S2",0.903203858707818
"LIX1",0.890140632102877
"LIN7C",0.820555098563445
"CACNA1B",0.688166743089766
"STC2",0.13452733318703
"TAGLN2",0.0212106381049326
"MFSD4B",0.222855501361779
"HSD17B10",0.981787401212345
"BTBD1",0.330638564392545
"CBX6",0.0810256204533424
"CCNI",0.132208122685285
"SPANXN3",0.715022716984323
"OR2H1",0.712145953861815
"PRSS16",0.171542091068736
"SLC7A6OS",0.209964833035621
"HS3ST3A1",0.170545043357865
"NDN",0.0201618921474294
"KIF21B",0.175757369969996
"ZNF35",0.757459358820766
"USO1",0.874257574140766
"ELOVL3",0.473479874791979
"ZNF14",0.747012722025562
"NSDHL",0.394559412908505
"TSC22D1",0.358837193236427
"GNA12",0.0171816018871703
"RNF103",0.983535153612929
"ZNF300P1",0.0851663066937897
"RAB11FIP1",0.0161341283334495
"LCN2",0.880761060613359
"DOK3",0.417040798811455
"TRIM7",0.160249805348696
"WDR45",0.174734775175957
"EPHB1",0.0040126496499163
"B4GALT3",0.0598073506836135
"TEX261",0.0330593483148873
"GGPS1",0.376767873725725
"NKX2-2",0.514399525560246
"MYO1G",0.678593909693509
"ALOX12B",0.327439937357457
"ELK3",0.308755229977448
"ZNF662",0.94295480548309
"CDC42BPG",0.240799705571847
"CARD18",0.787174819778814
"IRAK4",0.62837838399793
"DLX2",0.6164762140197
"CCNT1",0.104223736470358
"CXorf58",0.303205574835968
"CNTNAP1",0.000236502443989847
"PQBP1",0.668574903524121
"TTC38",0.0431514439373824
"ZNRD1",0.0787924476047798
"TMEM106C",3.51246417163047e-05
"DPP4",0.213239085630215
"SH3BP1",0.0229420102113273
"SFSWAP",0.602830992022082
"RNF183",0.564790105985715
"CABS1",0.220888419745708
"ZNF263",0.792512904710674
"MYH2",0.288462422497864
"LINC00652",0.792192639332397
"PHB",0.0529502331843179
"AKR1D1",0.193097564380292
"VASH2",0.872374472669722
"PTRHD1",0.0109212385556535
"TBX21",0.650632342014873
"H2AFB3",0.0426068442950071
"TTYH3",0.106785639443082
"ISLR2",0.0378194443939018
"DENND3",0.00012987751205334
"VMP1",0.00227814611136992
"PRDM12",0.660574493656906
"DPAGT1",0.872506186932998
"KLHL21",0.0522519905117052
"ITGB3BP",0.366615719122153
"ASPA",0.544656559802705
"HIST1H1A",0.000182595912608092
"SWT1",0.00935100943177732
"TBC1D19",0.230138951391235
"SOWAHD",0.662500692970508
"VPS37D",0.321531860729733
"TMEM229B",0.834524751085701
"PIK3R3",0.370935008603965
"JMJD4",0.426549369120891
"OVOL1",0.0308655487213489
"PSAT1",0.045233160015406
"CCDC90B",0.00426777822256615
"CTDSP2",0.0338554514819782
"AXIN1",0.922749439620221
"SULT2A1",0.08500569302068
"FGL2",0.00758842506345979
"CEBPB",0.00117703056869431
"ZFPL1",0.656229085124577
"WDR90",0.993195414656701
"TMED1",0.521038568939672
"FAM92B",0.304806122845929
"SDC4P",0.324011682721255
"MLH3",0.0816217483058161
"SPAG17",0.835959223229385
"LYPD6B",0.529213537906163
"SDHAF1",0.0526995702205358
"VTI1B",0.0591238529336851
"BUB3",0.00736592952651732
"PI3",0.111253249873249
"KIR2DL4",0.0307822292918843
"NSMCE2",0.669517233513353
"ART3",0.268128004338219
"AKAP11",0.424649451413575
"SMIM12",0.318888965285205
"ZC3H7A",0.689288862406661
"KIAA0513",0.00027662863479051
"ZNF296",0.0809825181582374
"SMARCD3",0.01802117828046
"PDCD6IP",0.673290105600994
"USHBP1",0.312752136693773
"POMP",0.051067706071751
"METTL16",0.974423681143387
"ITFG1",0.968017730037086
"TMBIM6",0.0208776469523153
"TRAPPC12",0.251934680087624
"TMEM19",0.34181974527231
"P4HA1",0.99425103525001
"CYP1B1",0.96501770094269
"MRPL20",0.00554488474424776
"BCKDK",0.000325782144421356
"KLHL28",0.422479687406624
"BRI3BP",0.250242717055655
"RPN2",0.738272526218982
"TNNC2",0.171331946735495
"LACC1",0.463566207929599
"FBXL12",0.424744525071433
"GAL3ST4",0.305663793718741
"RABEP2",0.647281718202226
"KLHL35",0.244330557867924
"FGF18",0.556627308051988
"OR2W1",0.261100551298644
"SEC11A",0.172084167598226
"EGFL8",0.0161031531330105
"GUSBP5",0.317147070020204
"STK36",0.371494020928768
"CD300A",0.00101200883504545
"DOT1L",0.408625179401632
"HMGA1",0.887415744036975
"ZNF287",0.932420354919097
"RTN4",0.296510650406196
"GRM2",0.722739776718625
"VPS9D1",2.29857468934281e-06
"FES",0.00113264033383703
"POMGNT1",0.000716086453503549
"WAPL",0.335466137235804
"WRAP53",0.223352193188658
"TRDN",0.951823894598728
"PDAP1",0.232695640758169
"LINC00116",0.0748321188216618
"OR5B3",0.0213413090415052
"CCDC141",0.883916068397236
"TBC1D10A",0.0893154151981122
"CEP135",0.0222988882882862
"ALPP",0.943931228748829
"HAVCR2",0.0180645188659328
"LACTB",0.00166608703944638
"HHAT",0.904141336159571
"C8orf82",0.519820691013179
"GMPPA",0.765682507010029
"TAPT1",0.265627692623776
"MOGAT2",0.345541166670898
"HAT1",0.247066851489617
"SLC47A2",0.0206859156462127
"SMLR1",0.998174091796506
"OIT3",0.169473319057965
"IGSF9",0.597281626257239
"C14orf180",0.0534017183377693
"CATSPER3",0.641097820181514
"KRTAP9-3",0.423242170125112
"JPH1",0.893779124341611
"MLXIP",0.84921995295372
"ADRB3",0.413831102355283
"SESN3",0.118134350787598
"LGALS4",0.51495095867427
"OR7G2",0.77150197228704
"EIF3K",0.113124831779894
"EFCAB2",0.969143092229547
"FAM114A1",0.289462338095215
"GADD45A",0.0503171333856792
"ZNF804B",0.472321796463773
"CYTH1",0.360196487584928
"PRIM2",0.730948637292305
"GPD1L",0.000109760242861654
"PNKP",0.433378153572386
"KIF24",0.981846544758158
"C4orf45",0.733014141776361
"PUS3",0.748443689934799
"HIST1H2AA",0.756730726012092
"TRIM68",0.101503652092139
"ZNF141",0.236644449022804
"PLEKHO1",0.000102658098915061
"ARIH1",0.0968619883996025
"DGCR8",0.956540039415673
"ACYP1",0.0748411615678637
"MAP2K1",0.742778219282102
"NSA2",0.0175002556628039
"HES6",0.702087709531371
"CCDC93",0.919519375550422
"HRH3",0.56602045687845
"SMS",0.28174414941155
"GLE1",0.740265793671484
"NFIX",0.257796336330267
"NDOR1",0.984325306231465
"CRHR2",0.298102915908616
"SNORD35B",0.0522062062876008
"YWHAB",0.473981734589728
"MYL10",0.982666330453137
"EIF3F",0.0428782805397677
"RASA4",0.259886612464041
"NANOS2",0.0533041073412643
"KRTAP8-1",0.720658652167146
"ROR2",0.861942259604454
"CRIP2",0.685398307681986
"LINC01235",0.788679229778158
"ZBED1",0.0313860505228499
"WDR18",0.117844488917515
"GPR50",0.0745563902654419
"TAS2R19",0.614376909671868
"TCIRG1",0.00024253118545291
"CCNG1",0.0278513811904914
"PRIM1",0.0238113646581961
"RNF220",0.132794444720135
"DDA1",0.00115749405895835
"MAP3K6",0.331223484758237
"ANXA3",0.0572679280557817
"CLTCL1",0.481576551404832
"C4BPB",0.94287832498922
"PAQR8",0.115548643774967
"FAHD1",0.180529344949211
"FAR2",0.0130548273288704
"SMARCC1",0.933869504649768
"MOGAT3",0.331710546612519
"ZFAND2A",0.0997678523140389
"HIST1H2AK",0.791483592221559
"MAD2L1BP",0.0788713390130876
"RNPEPL1",0.0764558615003813
"CLCN7",0.0576416194943016
"RPS29",0.00652363968825972
"CTSL",0.0412354741679512
"SMIM7",0.431823182294741
"EXD1",0.472606677570951
"OR52J3",0.0550146902958858
"GCHFR",0.052073357922605
"TMEM267",0.801553821925423
"PANX2",0.107259525564939
"TRH",0.264541200657842
"PYDC1",0.296037989903918
"DSPP",0.310898466950362
"APPBP2",0.672685267565979
"AMY2B",0.869066561344124
"TAF2",0.188533795690888
"MRPL28",0.0398307482781641
"ASGR2",0.0288861874356904
"DEFB127",0.785629150033249
"TTC29",0.818038706456266
"NAGLU",0.407955371605288
"DDX20",0.479750212752129
"AKR1E2",0.0467219838747783
"PCSK2",0.137876116925648
"QRICH2",0.626638113442841
"CD2",0.00611023604691319
"GATA6",0.505755390174555
"SLC38A5",0.364868190866843
"ZNF101",0.0195149176463368
"LNPK",0.0767422687880059
"WRB",0.521715056755978
"IL20RA",0.530588817592531
"RSPO2",0.622822922290675
"BCAT2",0.872397729754654
"CA4",0.295137883543342
"SCRIB",0.376575687989753
"GYPE",0.143888663759483
"C3orf79",0.091009266625792
"KLHDC8B",0.00208655449558877
"MAPRE2",0.79741620949715
"CAPN14",0.360316767591473
"FERMT2",0.467326105481117
"C7orf69",0.572277117678542
"HLA-DMA",0.422197690855133
"SLC39A8",0.388279104694288
"PYGO2",0.830435376860074
"ASCL3",0.351001376094489
"RNF166",0.0795625118246726
"SPDL1",0.232043331410798
"OR8U9",0.0486020334018893
"TSC22D3",0.0333839484532597
"LY6E",0.0747347480993256
"ZNF429",0.553646549251708
"ASF1B",0.725802475089337
"NCL",0.26392512121162
"CD9",0.852857958196493
"DDB1",0.227986720372725
"TPST2",0.0750951402373911
"AMBP",0.694660301922263
"MRPL10",0.0869609413415954
"SEMA3C",0.5267030398556
"PLD4",0.972020814908047
"WDYHV1",0.557368523039691
"PTPN12",0.782849253681742
"MS4A3",0.636165788936199
"OR10AG1",0.182208141450671
"MRPL24",0.0139343354016618
"CIT",0.677735092372679
"HNRNPC",0.169015384538716
"ADRB2",0.0102227101054551
"EFNB3",0.870545977476999
"KRT3",0.0409937294466714
"CHP2",0.15199010613591
"PTPN22",0.335971093832711
"CETN2",0.092530452063953
"KIF20A",0.107422606098818
"SALL4",0.111442785282282
"H3F3B",0.490921685239717
"FAM105A",0.277559942589314
"AGO2",0.0128648895732293
"C1QTNF8",0.907694854000933
"LILRB2",2.20199246972725e-05
"AMDHD2",0.376030354725449
"PDIA5",0.68777533473513
"NCOA6",0.623016555000464
"KRT72",0.0680185333905268
"ACTR1B",0.539150740025057
"PPP1CA",0.526064869168445
"PARVG",0.00451754861899288
"C5orf38",0.785671955154194
"CLK4",0.272428265251279
"BOD1L1",0.513889163991817
"PRICKLE4",0.00481099871521441
"TIGD3",0.57356981875463
"LOX",0.825078325961812
"C5orf15",0.842908502546362
"SCN4B",0.360050674173194
"CLK3",0.0626959031032725
"SLC12A9",0.0352356153226421
"TMPRSS15",0.301681763174064
"CCDC89",0.94983902312146
"LINGO2",0.460443141451375
"YKT6",0.184663965780446
"GNAI3",0.309472225554113
"KPNA6",0.515066778569505
"CCDC71L",0.351192506889308
"ERP29",0.00252312437828461
"SIVA1",0.00644648172967746
"MEDAG",0.48597375845333
"SMYD1",0.689578449699895
"SDF4",0.838368183817741
"PHB2",0.13088497774683
"STX18",0.443409903876632
"GLTSCR1L",0.252177232437496
"MON1A",0.198174699061837
"SYT6",0.0263511449399483
"HBQ1",0.670089758328075
"PYGL",0.0262531952944077
"STRN4",0.00239548694919965
"NHEJ1",0.751816839574422
"RAB43",0.0110123899706699
"STMND1",0.243512591408072
"CYB5D2",0.711101020878449
"ZNF653",0.0483849534395339
"SNX6",0.784064078545758
"LY6G6D",0.592621728964616
"FABP5",0.787529599152814
"IMPAD1",0.851447784524393
"CACNA2D4",0.723295821710158
"ZIC2",0.233615764636216
"OR5M3",0.736867295611229
"CTSB",0.0405178648009362
"TTC31",0.926665140871732
"GHRL",0.405712125214373
"POP4",0.0419460023668949
"IL6R",0.0782867780749157
"SRSF2",0.242454517784995
"STOM",0.264611778025367
"BRD7",0.732188622599839
"IDH1",0.852096066936911
"LAMA1",0.302376907188522
"SPI1",1.56741538293218e-05
"ROPN1L",0.000251881121790872
"FGF23",0.182535224402228
"CMTM6",0.0334989129798625
"AHSP",0.106293349594049
"TAS2R13",0.697806026161095
"RBBP5",0.652765217476356
"LY6G6E",0.437698131104316
"ZNF169",0.01713185162364
"ORM1",0.0954312690433448
"FERMT1",0.528001878766602
"LRP1B",0.712986722752626
"CHST4",0.302033195363576
"RB1",0.11296237326146
"HMCES",0.113820459648779
"VARS",0.745964994951158
"CA8",0.999266965924035
"SLC38A6",0.209124374350958
"TLN1",0.139934801839347
"IFIT5",0.00814333430673598
"CES2",0.606708649032669
"ABLIM1",0.0538853511351267
"THRB",0.601305830479998
"FAM90A1",0.067573175314515
"NEO1",0.00620602770210334
"TLE4",0.445437377309663
"C14orf166",0.138031053514264
"POLA2",0.106681823566143
"LMNA",0.0143047373744371
"TTC14",0.957565024767247
"SERP2",0.160946363127196
"GRIFIN",0.145885172597128
"GPR182",0.76466711947787
"PARS2",0.580349176244472
"RGS14",0.00184047711158388
"TGFBRAP1",0.160118792025526
"THOC2",0.124648608598483
"OR4K1",0.640219748574582
"NLRP3",0.00772774502615705
"RBM39",0.377699006732433
"ARID3B",0.0887752591587145
"PDZD8",0.730782184400908
"ANG",0.884316631994309
"DYRK1B",0.295039251742218
"STYX",0.394853318795616
"ARMC5",0.323437479152471
"TBP",0.419795454700472
"ARMC6",0.584397312351468
"ZDHHC17",0.660332322976479
"TTC7A",0.228294231976739
"C9orf78",0.000325707723966951
"PRPF4B",0.745770961910844
"GFAP",0.592347291995202
"MON2",0.650454379467932
"MED22",0.034270605075877
"NT5E",0.889187128720328
"ADGRG1",0.01418053487497
"CNBD1",0.59675810386807
"EMILIN2",0.00713004148447051
"NCF1",2.42957332196662e-05
"DYNLRB2",0.835037610698639
"HOXC11",0.252322897044028
"WBSCR22",0.446836864602209
"OR4F6",0.858498422684698
"SIRPB2",0.532043480440528
"C20orf27",0.437926084968583
"TNFRSF14",0.0526991718611094
"RHBG",0.499609839339894
"TINF2",0.0673738660749428
"CYP46A1",0.988092181860893
"PRPF4",0.272687603482078
"TXNIP",0.469490036412063
"SRSF6",0.0791714068501803
"TM2D3",0.18441954145037
"PRR5L",0.390166388852397
"HLA-DRB5",0.216550213930905
"DHX29",0.268786421633653
"ACSS2",0.000376620637718834
"SLC32A1",0.991503401095345
"RNF10",0.254998826058802
"SLC25A29",0.182988266006136
"BRCC3",0.461983668956769
"ADGRL2",0.197839983504208
"SASH3",0.424671558668978
"G6PD",0.0266721056798345
"FBXL16",0.811914524430452
"TPM3",0.582432150960824
"ACTR6",0.169576846574791
"EFCAB14",0.27326859302443
"SNU13",3.70982073628246e-05
"JMJD7-PLA2G4B",0.0608543174055689
"OGT",0.199314037295912
"PLEKHB2",0.0574335433433903
"SRRM1",0.318694225982777
"ATP6AP1",0.124446868003449
"PLEKHJ1",0.540028500540465
"HPDL",0.0870943130373907
"KRTAP12-2",0.335044062167053
"IL37",0.116243339534399
"MAP2K6",0.000486253065429827
"EWSR1",0.404361725512525
"EXOSC2",0.318076411514641
"C3orf38",0.772280681459399
"GINS1",0.103652173681657
"OR51L1",0.793650132471497
"C3orf67",0.699382782536081
"TSTA3",0.0588124519674842
"SYNJ2BP",0.0292117306196691
"NEGR1",0.0653601184121747
"MNX1",0.59881804344881
"PANX1",0.902669652361776
"HINT2",0.00666076631250406
"ATP2A3",0.501372070379073
"CXorf38",0.000108165028811065
"PLD2",0.303686582216135
"WBP4",0.711038486668217
"LARGE2",0.932735938897832
"APOBR",0.002355564894448
"XKRY",0.104512691472138
"OSBPL1A",0.0083545449183743
"NSMCE1",0.0108825366263418
"UGT1A4",0.695527337271462
"TRIM38",0.0304105376378481
"PHF14",0.930267528929384
"SNORD101",0.743994400796921
"NCK1",0.02334843961467
"DLC1",0.459564107240452
"FAM188B",0.297609164588387
"PITRM1",0.105500344217591
"ANXA2P1",0.3634525860965
"TCEA1",0.0598842495600007
"CHD5",0.680113980038985
"IFNA2",0.524408526816503
"AASDHPPT",0.0883848037300665
"SCML2",0.262190199115139
"AGPS",0.0159262361137067
"MYO5A",0.779540673739259
"RRM2B",0.715333831303389
"RWDD2B",0.0904009192163817
"GLMP",0.443585123271195
"DNAJC8",0.00170642985038682
"TMEM100",0.268287739492775
"DBNL",0.082934490654654
"AVPR2",0.214492234656232
"NIT1",0.0575525887211354
"C15orf53",0.611719367822787
"NHLRC3",0.384234828600087
"CD84",0.00307116578510372
"NEK9",0.522561625349888
"GNB5",0.273929112660616
"ORMDL1",0.181520850696746
"NCOR2",0.378301881978337
"PALM2",0.868397493353329
"SYAP1",0.383305493389297
"SNAPC2",0.319675289947253
"RHOV",0.540954182624421
"SDHD",0.051594844489797
"IDH3A",0.277194439737689
"RCN1",0.697739537965553
"AACS",0.913441130476312
"PLGLB1",0.106268292742689
"TMEM43",0.15655614797274
"LIMK1",0.350656014724313
"CST6",0.00767723253406849
"HPF1",0.0645875293391451
"ARL17A",0.798105133958103
"NID2",0.536406783644057
"FRMD3",0.00155415281655186
"PALLD",0.673377502773467
"CNIH2",0.316390121739653
"NLRX1",0.0562908837760603
"PRDM13",0.817472857177223
"PYCARD",0.000374172015198863
"NADK2",0.565616207597668
"ADCK1",0.98557106144077
"SLC8A2",0.436666751723157
"CHRNA2",0.842812070259679
"NLRP9",0.230751230147302
"PDF",0.134518695133742
"CMTM7",0.866378535987324
"PWP2",0.977627023877002
"TNFRSF11A",0.36774823648804
"BTN1A1",0.12086477730107
"ASXL2",0.423824080365991
"SLC19A1",0.0367307712549817
"ENDOD1",0.467714460812411
"KCNJ11",0.505220234492264
"MAP3K7CL",0.754020041025466
"MAPKAPK5",0.0281908709232364
"SOAT1",0.960616125372714
"COPB1",0.282039531557522
"ITK",0.000975247966321897
"FDPSP2",0.661561784577132
"NAP1L1",0.0759962430678719
"UBR4",0.0359548608081522
"PLEKHH1",0.0677702298944547
"TNFRSF10B",0.00800379619354107
"SIGLECL1",0.599986747479088
"IFIT1",0.01928232093655
"ZNF711",0.91171208314175
"EPHA2",0.369275650522446
"IK",0.95547397869083
"PPP2R5D",0.764961368168278
"ANXA10",0.990017481336917
"ZNF146",0.122219771879377
"CCAR2",0.21714029958024
"DMRTA2",0.0785371415709868
"PHF21A",0.0258534774390365
"PHF7",0.76305577304875
"C9orf135",0.314000658570412
"PCSK7",0.0181952386152171
"EFCAB1",0.854990767413956
"TPD52L2",0.0535459432574838
"PPIAL4C",0.0961039575444233
"CDON",0.920289718104589
"BHLHE22",0.405314520823801
"AP2M1",0.171688260203948
"FCRL3",0.00910776126298009
"MRPL12",0.49154748836681
"ASB3",0.509804236088363
"MMP25",0.0853176854958025
"FAM81A",0.462058142515075
"GATS",0.166317248620594
"RANBP3",0.282970296821041
"MICAL3",0.230965242405588
"ACIN1",0.766895911225492
"ZNF516",0.804450380789062
"IL6",0.0887704348657975
"STRADA",0.114482974991845
"CXCR5",0.0109017883723876
"SPTSSA",0.809260956187427
"TNFRSF21",0.0792262254751425
"ARCN1",0.223239561169324
"DEDD",0.342612467253378
"GCFC2",0.639640402043501
"BTD",0.158846861589754
"TRAP1",0.00709569338557312
"CBLN4",0.186548431771029
"RRAGD",0.0273543745377747
"CAPNS2",0.379021290362316
"TLL1",0.612485061657983
"TNPO1",0.464436679820606
"CRTC1",0.785820531694079
"RALGDS",0.0159986197671017
"GNPAT",0.927596803323973
"OR2M5",0.113894596355491
"TSPEAR",0.246654601484721
"IL12RB1",0.658407915853093
"HCST",0.098894059973009
"TSPAN18",0.107818381654826
"LCK",0.220024065072714
"TCTA",0.949098881275992
"UST",0.318254858538938
"TRMO",0.0310720072363544
"TLN2",0.394938515160187
"SAP130",0.0455496830144639
"FST",0.0582508962986929
"DOK1",0.491893489511753
"PTOV1",0.394148608028863
"VPREB3",0.0945239395435517
"FCGBP",0.00843826258385388
"APLNR",0.231865475375014
"TMEM135",0.0353684678711937
"ISPD",0.475828185306635
"FBXO30",0.312421359389195
"ZNF500",0.292888425820025
"MMD2",0.202246785788342
"WDR86",0.650274400159185
"C4orf32",0.0086770118619019
"QPRT",0.951436510334953
"JKAMP",0.423320501697709
"OCIAD2",0.000724366602513226
"ZNF815P",0.105999254879422
"SCN3B",0.593326936986413
"TROAP",0.643319850066115
"COQ8B",0.530495927781729
"TRAF6",0.312830384834345
"ATP6V0A2",0.0899479823253673
"KIAA1522",0.184843669244467
"SLC22A14",0.894429324548849
"TMEM208",0.0297894890184949
"HLA-DOB",0.0538550282178596
