"","p_value_mix_compsym"
"AKR7A2",0.0157362050395369
"RGS19",6.42335292322382e-05
"YPEL2",0.000111499600974785
"MITD1",0.000122327305409842
"CYFIP2",0.0202645474924791
"CCDC14",7.99360577730113e-14
"MARCH8",0.000329070315409408
"CHD7",1.27586476272867e-06
"SMIM19",0.000170798576005549
"RAP2A",4.48197035041176e-12
"ATP6AP2",0.000274343539809596
"REXO4",0.45456964163666
"DUSP6",4.15414565413386e-07
"SNAPC4",0.1732851724935
"PTGS2",0.000529832625176807
"SCAP",0.0122833850747759
"JMJD1C",6.06736882957648e-13
"CCL4L1",0.000174694883441129
"SC5D",0.00204803832704714
"HCAR3",0.027047167729135
"POR",0.00584867060563821
"ZNF559",3.42888801891927e-05
"ABCC3",0.224263292240548
"KCNH6",1.77872399318435e-05
"TLR7",0
"RAB24",1.11022302462516e-16
"GMPR2",0.157449466268838
"LTF",0.209758655715227
"TMEM41B",6.88338275267597e-15
"NR1H2",1.08628661621424e-10
"HIRIP3",0.184204327100279
"C19orf24",0.00121197575379928
"TRIM21",0
"MAP3K4",0.14202179236698
"TTC4",0.0432878909547181
"ARHGDIB",0.116008515367223
"LSM7",0.00241088528927291
"MME",0.000628778120650431
"KANSL1",4.72282077501607e-06
"ZNF683",0.000300995547235172
"VPS8",0.0011899309014205
"DHX58",1.17617027228789e-12
"CASP4",0.000367290082940563
"RILPL2",1.57292123770247e-09
"ZNF438",5.06364982166829e-07
"ADD3",1.3052892100518e-12
"PEX11B",2.38396627472159e-06
"CPT2",0.250710956012727
"CDC123",0.000894481847855788
"ANXA6",0.34896287681573
"KLHL24",1.48355937756861e-07
"SLC37A4",0.0139168581728886
"TAF15",0.0598693868671347
"BCYRN1",0.000720859045281186
"DYNLT1",6.25465783474777e-05
"RAPGEF1",0.68625873204047
"ATG14",0.0983519931872183
"UBL5",0.254129808588734
"CCR1",3.52054284946668e-06
"KIR2DL1",0.0251952283693919
"YOD1",1.74774628436403e-07
"VNN2",7.88825192610254e-06
"DFFB",6.36436243428573e-06
"SNRPF",0.000196002573598086
"ZNF581",5.66151570069451e-11
"CALHM1",0.00031067588350453
"SERPINB1",0.100522504621671
"NSMCE4A",0.000247339955383508
"LEF1",1.55653268052447e-13
"C20orf24",8.55684378739952e-05
"KIDINS220",1.86896148091087e-06
"TGM2",6.87458307158106e-06
"PELI1",5.50592374393144e-05
"STK40",1.55473061869138e-07
"PSIP1",1.79678494305335e-12
"EIF1B",0.0315732372486054
"C3orf62",0.00621999200785961
"DEFA1B",0.0371646393596881
"ZDHHC5",6.41331443707038e-06
"CCT2",0.000183425286490957
"DDX56",1.27771911317964e-06
"CHIC2",0.18027621645314
"INTS10",0.0382579232478915
"HLA-DRB4",5.99964522507435e-13
"FAM120B",0.00293423700991735
"WDR82",2.42219569552837e-05
"SCGB3A1",0.146124478579923
"SLC15A4",0.241599965308424
"C2orf68",2.1362746327469e-07
"TOMM20",1.25010002349768e-11
"GSTP1",7.33615041015323e-06
"CST7",0.000116083347443841
"ARL16",2.10226194230501e-08
"ASCC2",0.000170312369681902
"KLF13",0.00013936464582287
"SLC25A23",0.508610018159575
"FAM65A",1.44412578095832e-06
"KIR3DL2",0.0611741066446614
"NSUN2",0.0215356062106151
"DYM",0.000175996163915171
"CARM1",0.00240648036734137
"APOBEC3A",0.000561804407145261
"USP49",0.00113648777291298
"STX4",3.79448317211484e-09
"TXN",0.00556917859930461
"MYOM1",0.376793603650436
"ZNF317",0.415570904835758
"CXCR2",0.000276599732572103
"SSR4",0.000508702448717591
"CTSG",0.0212288945634669
"ITM2C",0.00377818957289422
"MYC",9.98849715938555e-07
"CREG1",0.255735835175168
"PDIA6",0.136587740137139
"SELENBP1",0.000188222075997557
"NUCKS1",1.2541270244526e-09
"MRPS15",0.00123678070788125
"CAPZA1",1.73686819069374e-05
"NREP",0.000952830695039264
"UBQLN2",0.000598997413064684
"PCNX4",0
"PATL1",2.59010590752951e-11
"SLC9A3R1",0.266262970274815
"HIST1H2BC",0.0540275341579055
"SARNP",0.0106156760087845
"CGRRF1",0.000154452119634385
"SPNS1",0.000134125847743638
"MYO1F",1.82977637486204e-08
"HIF1A",9.47845658255675e-05
"PAN3",8.48385361962301e-10
"HSPB11",0.00236524588099019
"ALDOA",0.000344727509612119
"DCXR",0.00151658727211368
"MCM2",0.159911392690891
"DGAT2",0.0123558570629871
"PTPN1",0.000577444003447614
"ZNF277",2.15365329103712e-06
"BIRC3",0.00143680006451385
"CTDSP1",1.61122426511895e-09
"TSPO",2.05638681638476e-07
"FOXO3",0.000476495981082903
"GRK6",9.41962887690551e-07
"POLR3A",0.00649245854169578
"PAPD4",2.06220374110444e-10
"TMEM69",0.00264072605201671
"SNORA25",0.00157617493885276
"RNF19B",1.812638927845e-11
"RCOR3",2.42782460802005e-11
"PSMA4",0.00783987157305155
"NT5C2",9.42831098726948e-06
"VCPIP1",0.000918494944663006
"NFXL1",0.00040943212430089
"GCC1",5.68832094094418e-07
"CLDN15",0.000121237008340769
"DCAF7",0.00401299830153823
"CYBB",4.69624339416441e-11
"TRIM33",2.15510942425112e-11
"DDX51",0.000130206400994037
"LRWD1",0.000385526346546317
"HENMT1",1.33226762955019e-15
"ZNF518B",0.000131923231939557
"CCDC106",0.406878014454545
"C2CD5",1.33226762955019e-15
"EPM2AIP1",0.0223067416976701
"VMA21",8.85785889082058e-11
"PBX2",0.0810733294145685
"IER3",0.00206200958510405
"JAZF1",8.98852496522551e-06
"SMAD3",0.048336377730506
"SCIMP",2.59646193434548e-10
"IDH3G",1.2138556957364e-06
"TEX30",6.45821352962539e-05
"TUG1",0.0228423504142831
"STAMBPL1",5.73168171480454e-07
"PRKCD",1.20085254740054e-06
"SPSB3",0.188175353149722
"SLC35B3",8.5661232995804e-08
"PAFAH2",0.119687055101271
"CPVL",5.80154058127391e-08
"SIPA1",5.36181862367258e-05
"LYPLAL1",5.22940519634973e-05
"ARF3",7.17892278956356e-09
"C18orf25",3.48912498893128e-09
"PGAM4",0.0407336200843065
"NKG7",1.58383047177413e-06
"PSMB10",0
"PPP1R2",4.39737357638137e-10
"COA5",4.23289608819655e-06
"RPUSD1",7.58835028915605e-05
"GYPB",0.0389594699436419
"ZNF281",0.0136363557016601
"FTH1",0.268413754290419
"JAK2",0.00129165210043558
"GMEB2",0.427848391675623
"FAM83F",0.0261137210373241
"TMSB4X",0.0174108882600046
"COMMD2",8.92936359497831e-06
"ST3GAL1",0.00040499244858283
"CDCA5",0.034597132405531
"TOMM40",0.0666282179109492
"TMEM154",6.51164717457853e-06
"SNRPG",0.00129603829114133
"UBA1",4.07621589371132e-07
"FKBP1A",6.10147208313094e-08
"EIF3H",1.45893041907375e-05
"LAP3",0
"TNPO3",0.000491525767246648
"UBE2Q2",1.39089850748064e-11
"CHMP3",9.13896118526214e-06
"SLC7A1",0.00283042885360985
"SRP72",0.0164669300891809
"ITGAE",0.000689897056212918
"PLEKHM2",1.91688790018851e-06
"STAT5B",0.000510324797041273
"THEMIS",7.57193344602669e-06
"WASF2",3.08529024550808e-09
"TPI1P2",0.000814972853434903
"RAD9A",1.07424935436029e-06
"DYRK2",3.57918028548454e-10
"GPKOW",0.000142233990310769
"CIB1",0.059037178319449
"NIPAL3",0.110845779461724
"AURKB",0.0217471934331561
"GPR146",0.159442656982698
"MYL4",0.0466804076954112
"PNPO",0.00140553831493395
"ANP32B",3.71415120881124e-11
"S100A4",0.0054756553989912
"CYB5B",0.000411849564863065
"TNFAIP8L1",0.136746431097767
"IL2RB",0.00131610423164863
"COPB2",0.0903233164705893
"PLOD1",0.124097693250191
"STXBP5",2.93676194473846e-12
"PXN",8.25474539611903e-05
"SPAG7",0.0119649070456596
"PYROXD2",0.000395244011348383
"ACSL1",0.00393867213558774
"USP24",0.133149588207224
"ZFP90",1.25477983559108e-09
"IPO11",7.63630270128601e-10
"ETFB",3.43216077403063e-06
"PGRMC1",0
"TOPBP1",0.0513577233143963
"TRAT1",2.19534306322711e-06
"ZNF212",0.780666847055757
"PDK4",0.0428894005669745
"TNFRSF1A",2.53487218992987e-08
"ITGAM",0.704311535644402
"EAF1",0.598340818306009
"CHI3L2",0.483510354747854
"SLC22A4",0.0283508072340097
"RPL36",0.0011240404015852
"BLOC1S4",0.0308377205129724
"TACO1",0.000917041192708967
"COL9A2",5.88300431993982e-05
"PRRC1",3.40101280471572e-11
"ANXA11",1.33735681262515e-06
"TMEM14B",6.48129744523773e-05
"C16orf58",0.0184621215759619
"SLU7",0.0178930553471329
"SUMF2",5.38727684618046e-06
"HBP1",0.000414522171908294
"TARS",0.0634735846486498
"KLRF1",2.67362174311003e-06
"CBLB",0.0004690928995712
"UCP2",0.0603629994096113
"MAU2",0.28155608084893
"KDM5D",0.00273944951400162
"EIF4A2",3.10862446895044e-13
"WDR45B",0.00621313671215307
"B4GALT5",1.77729462980114e-06
"POLDIP3",1.00300876504367e-06
"DNAJC24",7.23987209194643e-06
"HMBS",0.361513586400391
"GPR162",2.55738730858823e-07
"TOP2A",0.0776798799779276
"CCL23",0.55506302986804
"THBS1",0.00464883851176934
"CEP95",7.18272195807668e-05
"GGA2",0.567412629981237
"CWC27",0.000320194818003383
"HSPA8",0.595299377461326
"FYN",3.03280662805605e-08
"KIF13B",0.000472708986247072
"APBA3",0.0367992989702259
"CSF1R",4.57691209243549e-06
"DDX39B",2.21175255887829e-08
"UTP14C",2.59273299607621e-07
"MT2A",7.7715611723761e-16
"MGEA5",6.93742840951472e-11
"HLX",0.0014118105607317
"PARP1",0.0258955313864949
"TP53INP2",1.36164212127809e-08
"RPS10",0.000402933727605914
"ZNF362",0.213775224809481
"MTM1",0.000202542598680688
"INSIG1",1.61994296155044e-06
"GJC1",0.716003063854062
"RFWD3",0.265914863080415
"STARD7",0.0505632972128552
"SPATA20",0.000547868166343668
"DHPS",0.00021999924402194
"VCAN",0.00353843480982263
"LGALS2",0.111989645286585
"RXRA",1.23304420704962e-05
"ANKRA2",1.0570655462061e-11
"IFI6",2.33146835171283e-15
"OSBPL11",2.34504723950479e-05
"EIF2B4",2.03959922968622e-05
"SNAP23",4.9050791282701e-05
"SEMA4D",0.000754619688021263
"ETS1",0
"HSP90AA1",0.000244414447292396
"WWC3",1.05881248624318e-05
"NCOA7",0.00120357788676562
"PPA2",0.0503942537290246
"SEPHS2",0.263773156580042
"HM13",1.33226762955019e-14
"ABCB7",0.064878486552214
"ST6GALNAC4",0.00128655081150453
"CALM2",0.000139431960981429
"PSMC4",0.00152839108384573
"JMJD8",0.150457144767583
"RP9",0.00264427752184559
"SLC25A22",1.65095492832279e-10
"UPF1",0.00145303696001253
"PEBP1",0.0021478724125904
"TBC1D4",1.32897308713353e-08
"LOC407835",1.6318213447164e-10
"IL27RA",0.509631234720056
"CYB5R4",0.015411757534106
"TREM1",2.41543700751912e-06
"PHOSPHO1",1.64768873704979e-05
"PVRIG",8.88722040626178e-07
"ADIPOR1",0.00911696196910339
"ZNF800",5.44009282066327e-15
"LST1",0.000443173328837032
"FCER1A",1.68887126505979e-12
"LRRC42",0.00332913694485404
"ARL5A",1.10134235065118e-10
"CAMP",0.0205202211087103
"INIP",0.765805099914115
"PJA2",1.20079723942013e-10
"PTDSS1",0.000103606113045829
"SERPINB6",1.00897106445341e-05
"LOC728554",6.10574762638372e-07
"ARHGAP19",0.018401186746235
"CD27",2.8430508036914e-05
"NOL11",3.13310148936097e-07
"CDK4",0.00128131729385794
"SEMA6B",0.66604936723261
"RBM47",0.114068808519994
"CTSC",0.0193712370031843
"NAA20",0.000509637217013248
"DPEP2",9.90083777232531e-05
"MAEA",0.00687635547853804
"SCD",0.174701835347896
"NUBP1",2.98731172780897e-05
"GIMAP2",0.0134397604954255
"SF3B5",0.000348500230896054
"POLR2H",0.0021637157197254
"EIF3G",0.000212269701129753
"ZBTB20",3.43860318419154e-06
"PECAM1",0.0252525117483675
"FAM63A",0.000172364076887033
"MRM3",0.0209077122443136
"HLA-DRA",1.48671452371296e-06
"TMEM5",3.69652294032186e-05
"RPLP1",0.0159055691998048
"IL1RN",0.00148606026386477
"MRFAP1L1",3.98625576991662e-12
"C5AR1",0.000127605994052482
"ST8SIA4",1.02420112391144e-08
"ANKRD13A",9.81374648212352e-10
"CD81",0.0204650347349198
"PLEKHO2",5.96989124801439e-12
"TM7SF2",0.0263466829643871
"PPM1A",4.4557690870306e-12
"STK11IP",2.61946478663511e-06
"STAT1",0
"HACD4",0.0383824513230686
"CRKL",5.64189591267805e-07
"PDLIM7",6.63453953246851e-05
"CNTNAP2",7.17901835296519e-05
"PCDHB19P",0.00209866303781814
"BATF2",2.36854980073531e-12
"HNRNPUL1",0.0994081733349672
"BCLAF1",5.11972486627599e-09
"LTA4H",2.68663562952298e-07
"ADO",0.000167288369265606
"COMMD3",3.9754796863356e-05
"GFI1",2.06695235842602e-05
"FAM212A",0.226057830389772
"PCM1",4.8445634170946e-09
"RPL6",1.79058242077978e-06
"VAMP7",3.23338132934836e-08
"PPP3CC",2.15770510347824e-06
"GZMM",9.10138423595441e-05
"RALY",9.36738521417624e-06
"SLC9A8",3.22775619610027e-06
"CDK2AP2",0.000582708383006336
"B3GALT4",2.00591841181819e-05
"SNRPB2",0.00301942477714401
"SURF4",1.46663503564071e-09
"TREML1",0.880113442753027
"TRMT112",0.011504628581942
"HACD2",3.07964764800772e-12
"CCR6",0.00434861301151079
"STAT2",0
"TYMP",0
"ASAP1",0.000321207150649094
"DDT",0.00268197360648126
"FCRLA",0
"MPV17",0.00605736821803782
"SPATA2L",0.0168293764158169
"DNTTIP1",0.00378578399142282
"NAA38",0.431512534585515
"MT1A",1.14352971536391e-14
"CLSPN",0.594986040439562
"TMX1",1.63516818818543e-06
"UIMC1",0.446582180219266
"NAT8B",0.0074690046139706
"CXXC1",0.866261431601749
"PIGS",0.0434332355426137
"IL7R",2.22044604925031e-16
"PRDM4",5.12726876624736e-05
"BLVRA",4.72807237805739e-10
"CXCR2P1",2.11664241267506e-06
"PLAUR",0
"LAT",0.00161642406720519
"METTL5",0.00325081441517394
"TST",0.0219125586144084
"SNX2",0.000383333431391408
"RHBDF2",0
"PARP14",0
"ST6GALNAC6",2.20947260487492e-10
"FAM45A",0.00604362973611572
"SMNDC1",1.21027014676756e-06
"KIR2DS5",0.040150626183615
"RNPS1",0.744899375940843
"TAGLN2",7.8704917361172e-08
"HSD17B10",7.03251835645347e-05
"CBX6",0.193519478538211
"CCNI",0.118615635935484
"USO1",7.44291737131419e-08
"ZNF14",8.75101135999756e-07
"GNA12",0.00320419105012104
"RNF103",4.66227056961088e-12
"RAB11FIP1",0.000829439715518854
"LCN2",0.0632149630156333
"EPHB1",0.00423357388404955
"B4GALT3",0.838141947279494
"TEX261",0.0102398238567227
"GGPS1",0.0284694380974868
"MYO1G",2.51114433891253e-06
"TTC38",2.54702309621102e-06
"TMEM106C",0.000612523832660861
"SH3BP1",7.86614051451195e-07
"AKR1D1",0.218570440005244
"TTYH3",5.36149946661624e-09
"DENND3",0.000195626668146764
"VMP1",0.000522868764699869
"KLHL21",9.78242249394246e-06
"CCDC90B",5.02844078524856e-05
"CTDSP2",0.00961225550299538
"AXIN1",8.16286882294737e-05
"FGL2",1.21006760167575e-10
"CEBPB",0.000199452712943193
"TMED1",0.657526207886177
"VTI1B",0.0694815960713081
"PI3",9.32587340685131e-15
"KIR2DL4",0.0585605360294391
"KIAA0513",1.19465659587092e-09
"ZNF296",0.0106092244550063
"POMP",4.84413604784351e-08
"TMBIM6",0.000200545483438508
"TRAPPC12",0.00224833104640387
"CYP1B1",2.67091607675241e-06
"MRPL20",0.195059063534164
"BCKDK",1.04883479679074e-09
"KLHL28",0.0971364782802389
"SEC11A",0.000120919236832329
"CD300A",2.99760216648792e-15
"RTN4",4.95009348333575e-06
"VPS9D1",0
"FES",0.000141487080027036
"POMGNT1",0.0163852273016041
"WAPL",0.000123416235622509
"CEP135",1.94516180940241e-10
"ALPP",0.00141166228125056
"HAVCR2",6.05741932513393e-06
"LACTB",3.06421554796543e-13
"GMPPA",2.62073342516267e-06
"SESN3",2.39701754067845e-06
"EIF3K",0.0577050284622405
"CYTH1",0.0566504780309516
"GPD1L",1.45170542253936e-11
"PNKP",2.33149499706542e-10
"PLEKHO1",0
"DGCR8",0.00448695124425214
"MAP2K1",4.49708864578291e-05
"NSA2",3.11320137447169e-07
"SMS",1.27371625500139e-05
"NFIX",1.86822036729595e-08
"YWHAB",0.00751168861892215
"EIF3F",1.37054760873667e-08
"CRIP2",2.46423236927029e-07
"ZBED1",7.53424225230503e-08
"WDR18",0.004695806714623
"TCIRG1",5.23581178413224e-13
"CCNG1",3.95540511677339e-07
"RNF220",0.165594981367221
"DDA1",0.00405622434562647
"ANXA3",0.635265517484403
"PAQR8",0.00943001668337984
"FAR2",2.70645728051022e-11
"SMARCC1",0.246807345702816
"ZFAND2A",0.182484227490876
"CLCN7",1.50293089085096e-09
"RPS29",3.28659238143514e-05
"CTSL",1.04905861775251e-10
"GCHFR",2.48607366049036e-06
"TMEM267",0.0219758380515395
"PANX2",0.000210396141145042
"ASGR2",5.90887561102704e-10
"CD2",1.95377047873535e-12
"SLC38A5",0.00307833281469316
"BCAT2",0.146855988495386
"CA4",0.00249279192056251
"GYPE",0.00459012374812762
"KLHDC8B",1.49119605552528e-11
"MAPRE2",0.127164554456463
"HLA-DMA",1.8361867581973e-11
"RNF166",0.00144691152217202
"TSC22D3",0.00438962246702612
"LY6E",0
"ASF1B",0.051365023200141
"NCL",0.998563782502972
"TPST2",1.89154360632493e-05
"PTPN12",1.7750245717707e-11
"MS4A3",0.00353814492398263
"MRPL24",0.000482436100664119
"HNRNPC",7.82157672047923e-05
"ADRB2",3.16890247376023e-09
"KRT3",0.275946485503501
"CETN2",0.138367983514233
"H3F3B",1.33282446505012e-05
"AGO2",0.0117427170925346
"LILRB2",1.50359563688696e-08
"AMDHD2",1.88175974802363e-08
"NCOA6",0.153532296349509
"KRT72",1.13506574050959e-06
"ACTR1B",5.75730904839311e-06
"PPP1CA",7.85510492873343e-07
"PARVG",3.68459641264529e-06
"CLK4",1.33813326164134e-06
"PRICKLE4",0.00997923211765317
"C5orf15",1.02829578185748e-09
"CLK3",0.0286970401581683
"SLC12A9",0.0509875431283141
"CCDC89",0.001410710451208
"GNAI3",8.5315698229449e-05
"KPNA6",8.9196218189258e-09
"ERP29",0.0070400211740721
"SIVA1",0.000861671765163274
"SDF4",5.38235060965064e-08
"PHB2",5.04227323427919e-06
"GLTSCR1L",0.0670632549514298
"HBQ1",0.366624449459987
"PYGL",0.0533379994141037
"ZNF653",0.0902626803352643
"CTSB",2.97040995134168e-08
"TTC31",0.000159532512648664
"GHRL",3.71623070516414e-06
"IL6R",1.03955602980266e-05
"SRSF2",5.98429008331625e-05
"STOM",3.61880084138733e-05
"SPI1",3.28832072682417e-10
"ROPN1L",6.60564085301907e-05
"CMTM6",0.00229354419373951
"AHSP",0.162251571939131
"RBBP5",0.701392348909811
"ORM1",6.35008072501497e-05
"TLN1",0.000355215705314382
"ABLIM1",8.61198946289221e-06
"TLE4",7.28542771000207e-07
"C14orf166",0.0143196378299084
"POLA2",4.21647496917643e-08
"TTC14",0.00216794299805001
"RGS14",0.14008939440585
"THOC2",0.00999406882293796
"NLRP3",1.06260421572912e-07
"ARID3B",0.355787838749717
"ANG",0.0218167907002715
"ZDHHC17",1.02882147245964e-10
"C9orf78",3.31011662524361e-10
"MON2",8.31737692053025e-07
"ADGRG1",1.68204822733609e-05
"EMILIN2",1.0515963655422e-09
"NCF1",8.43769498715119e-15
"WBSCR22",0.00172757773180754
"C20orf27",0.000615523414255525
"TNFRSF14",2.67030841882843e-12
"TINF2",0.000176909041421869
"PRPF4",0.361332296459343
"TXNIP",0.0840007888181864
"SRSF6",9.34807786734382e-14
"TM2D3",0.000158525197322401
"PRR5L",0.000726699923941254
"HLA-DRB5",0.00140193674197242
"ACSS2",3.00624747318068e-10
"RNF10",0.000536631697480305
"SASH3",3.07343697159013e-08
"G6PD",4.42251931698223e-06
"ACTR6",8.60501672139691e-07
"EFCAB14",0.040977493054709
"JMJD7-PLA2G4B",9.26706058557158e-08
"OGT",4.95340146677847e-09
"SRRM1",0.0212673017908981
"ATP6AP1",0.0600507783548996
"C3orf38",0.0625896698810453
"TSTA3",0.117272991480116
"SYNJ2BP",0.228632730355702
"HINT2",0.00319615986908794
"CXorf38",0
"APOBR",0.000146668143476525
"NSMCE1",0.000216879028881012
"TRIM38",1.4432899320127e-14
"ANXA2P1",0.0002781195870456
"AGPS",5.14302322951465e-09
"MYO5A",0.0447860310036579
"GLMP",4.52525239502677e-09
"DNAJC8",9.10216116700724e-07
"DBNL",1.31230642130831e-07
"ORMDL1",7.58611234907836e-06
"NCOR2",0.0515905667939778
"SYAP1",4.86171372071631e-06
"SNAPC2",0.0539199012784024
"SDHD",0.0455497896378528
"IDH3A",3.0164457320847e-06
"TMEM43",1.23898402204503e-07
"ARL17A",0.75761720381086
"FRMD3",0
"NLRX1",0.00944200833203412
"PYCARD",1.00381924994508e-11
"CMTM7",0.118948000251647
"ASXL2",5.25229556824769e-06
"SLC19A1",1.22931531620907e-09
"MAP3K7CL",3.7120799767365e-09
"COPB1",0.000122529312972963
"ITK",0
"UBR4",5.12369754281927e-05
"TNFRSF10B",1.68145266190578e-05
"IFIT1",1.69004799044359e-09
"IK",0.520100473860363
"PHF21A",0.000115158596287745
"PCSK7",2.94262172249038e-05
"TPD52L2",0.0469528765625369
"AP2M1",0.00305420427156622
"MRPL12",2.15379723456088e-06
"MMP25",0.00220716829108891
"GATS",0.00167362128151871
"ACIN1",0.00302870499449737
"ARCN1",0.000450259815740539
"RRAGD",0.0821043021458038
"GNPAT",0.00079392241451226
"HCST",0.000105886509591979
"TCTA",0.00277167454203697
"TRMO",0.000363620981626789
"SAP130",0.0984758969690495
"PTOV1",8.11681596490921e-07
"VPREB3",0.000702184309956388
"FCGBP",6.50436838900426e-06
"JKAMP",0.0837035379290476
"OCIAD2",1.04692629931957e-06
"ATP6V0A2",2.28606023000566e-12
"HLA-DOB",0.000887948443127895
"ITPKB",0.000392274401010972
"TOP3A",3.73931510311287e-06
"CLASP1",0.0505250932505331
"HMGN4",7.32308025196415e-05
"RBM14",0.973731161180217
"DDX24",0.663166761861807
"CD99L2",0.031048561823287
"SLC44A1",3.22870996605218e-09
"FAM214A",0
"SLK",1.77217619621306e-05
"SAP30",0.17535791060861
"BMI1",6.50235421062462e-12
"GPCPD1",6.406430941297e-12
"GBP1",0
"PTEN",0.000172734246639994
"PLA2G7",4.11208431263521e-05
"SH2D1B",3.77987152688775e-09
"ITFG2",0.351673743896005
"ATP5C1",0.00042780584554003
"COX7A2",0.0263476454353091
"UBE2M",0.0826856995080287
"FBXW5",3.62596924678993e-05
"STRADB",2.74141161249464e-06
"HIP1",0.0553237670523774
"PIGQ",0.0357313104579056
"FBXO6",0
"KIAA0391",2.38337482014739e-05
"RPS20",0.000379519639448711
"ALPL",0.00122883905302018
"RARRES3",1.11022302462516e-15
"SCO2",0
"GDPD5",3.42697179047668e-05
"SLC8B1",0.040052950941764
"SEC11C",0.220542814374004
"AKR1B1",2.40134760276511e-06
"UQCRFS1",5.35282489233513e-05
"RPL19",0.000273268337886212
"KLHL2",1.17672088517651e-06
"EXOSC1",0.000156814355789958
"GNG5",3.51856987990118e-10
"PPP1CC",1.58217166901231e-06
"ZYX",0.00474903440845853
"CD300C",4.88498130835069e-15
"SNCA",3.04200886702688e-10
"ROPN1B",0.280120708927335
"MFSD5",9.56158152654041e-10
"HSD17B12",3.22697424337548e-12
"LPCAT1",0.295624647718802
"GLO1",3.72151666150344e-08
"MCM8",0.223869930928884
"CECR6",4.98888086397642e-09
"HDHD2",8.5317230541726e-05
"DOCK10",3.8631320364857e-11
"ZC3H3",1.44937515433874e-06
"PACSIN2",0.000251698863436456
"SPIN1",0.00106873825883014
"IGF2BP2",9.5486507236453e-05
"SGK1",1.31755273358181e-10
"WDR73",1.0304000246375e-05
"TNFAIP3",0.0674892246384543
"TMX4",1.60001278892707e-09
"SEMA4A",1.59157508072827e-06
"SH3BGRL",8.1474359803213e-07
"PSMD1",0.0371515811570923
"THUMPD1",2.36716966028894e-08
"MTCH1",0.329311985844872
"WRNIP1",1.03645980686906e-11
"CPD",0.000264874191822972
"NFS1",0.000152837190991573
"UBE2L6",0
"CSRNP1",5.5966050515055e-06
"LYRM2",0.000282478485727933
"GLYR1",0.000119513120953707
"MAP1LC3B",0.00045412820351276
"SBF1",0.00331214916793421
"TMEM259",2.86344281619222e-10
"TWF2",0.00132871097051157
"INAFM1",2.69241506867246e-09
"PTGDR2",0.0891401742741283
"PSTPIP1",2.98815762393989e-05
"FEM1C",0.0019388836742027
"ZDHHC12",4.12838063290621e-07
"ATP5I",0.00792579364979518
"PLSCR3",0.00329833533940471
"ZNF593",0.00388408999863232
"ATF6",2.77277612870108e-07
"ARHGEF2",0.00048411103103474
"LMO4",6.8578369094574e-08
"SRP68",0.118843831400645
"AIF1",0.00854324012683039
"FHL3",7.32663051050686e-06
"GLTSCR2",4.54986885944919e-08
"AHSA1",0.0559916401225111
"EEF1D",1.8297580087534e-05
"TNIP1",1.08279880235429e-05
"FCGR3A",0.194930654316326
"LANCL1",1.18549614569474e-12
"SF3B6",0.00290125305043454
"AATF",0.00934623034991999
"CEP192",1.50627724737618e-08
"SUPT5H",0.00520276451131652
"TBC1D9",2.01343007821819e-08
"PTGER2",1.77062900785785e-07
"KPNB1",1.04025232872118e-10
"TMEM160",0.00124040360437938
"RBM38",6.09852176655101e-05
"DGAT1",2.608528459902e-08
"PSMA6",0.00149599169862213
"FUK",0.0250531758154643
"FXYD5",0.0041954367647048
"NIP7",2.46137554782422e-11
"SLC6A10P",0.00302019175432022
"COX5A",0.000228998930206892
"PHGDH",0.205044691163427
"RPS6KB1",3.78364006792253e-13
"FAM53B",5.89228521530316e-09
"VPS29",7.34766208987381e-07
"NABP2",0.00020857365162863
"CD93",0.0510729183596523
"MYPOP",2.67119659724813e-13
"PGLYRP1",6.86207844649012e-05
"TCEB1",0.0316876630742416
"USP38",2.4257262865035e-12
"ACTG1",0.343917803294798
"CYP27A1",0.00116139593223696
"NDEL1",0.000764440838444957
"NUMB",0.000461235582364661
"ULK1",0.0366000362409101
"SF3A3",0.00208425854027872
"MPO",0.00773867256586636
"TMBIM1",0.0210406903344486
"TDRD7",2.05766848004885e-10
"CAPN1",0.000310923948471875
"MYBPH",0.000386553239725917
"FCGRT",4.51392053180122e-07
"VEZF1",3.77475828372553e-15
"BAG6",0.000752839827480201
"KLHL22",0.0816459058007062
"NOP56",0.00938979276393326
"TRIM58",0.000186010539990233
"MRPL41",1.88995639415213e-05
"RDH14",2.54256269371922e-08
"CAMK1D",9.25958825837014e-07
"H2AFY2",0.0235389920428941
"NAT10",0.737151593352557
"CFL1",0.00345116722312244
"DMXL2",4.01112923400504e-05
"SAFB2",0.000276411308607116
"NRGN",0.165321708645946
"IMPDH2",5.10288693342797e-05
"ARHGEF40",0.000893779334297795
"TIGD5",0.000360816578060752
"NXF1",7.81176160424835e-08
"SH2D1A",5.96495075555481e-10
"NUP153",0.000105378430493186
"RPL7L1",0.272950615068663
"FAM43A",3.96076105690923e-07
"CS",0.0328831053821511
"HECTD1",4.72417660546398e-11
"TLR4",0.132023235207152
"N4BP1",2.60838364241067e-08
"MOB2",0.000206850967644279
"COX16",0.0747901621505004
"MRPL33",0.040439174313444
"ZNF746",0.0330373923994618
"RFX2",6.74992715269385e-05
"OSBP",0.391367258091713
"RRNAD1",0.0365781602424997
"DSTN",2.157394793878e-05
"TTC5",2.65919621067479e-06
"EIF2AK2",3.5527136788005e-15
"TEF",8.34325343923581e-07
"CSNK1G2",0.000743767495773318
