"","p_value_mix_compsym"
"KDM3B",0.990397209506846
"ELANE",0.162357631661759
"MAPK1",0.183879427546327
"SERP1",0.00540142432137269
"PKN2",0.000830282688253581
"TIMM22",4.4958957890251e-05
"ADAR",0
"REV1",2.04281036531029e-14
"SALL3",0.409975838991734
"SORT1",0
"DENND2D",1.4015915686949e-06
"C17orf97",0.00330575238979991
"PLBD1",2.23950626720981e-06
"KLF1",0.0199032861236108
"IKBKG",4.03506491917227e-05
"NFIL3",0.000776389206340378
"ARPC4",1.57750755436226e-06
"RNF187",0.0656487719594281
"CDK12",8.97024579165073e-05
"UBE2E2",0.000147740176883238
"AFMID",0.000566590808813494
"SLC46A2",0.000333876637200969
"TPI1",2.95937718775008e-11
"MED10",7.16016745672121e-07
"SLC1A5",9.95487287827057e-05
"TMA7",0.0125156963224322
"RPS5",0.000615042934865695
"H2AFZ",0.000156296480283924
"AES",3.32260308155696e-08
"MICB",0
"FAM210B",0.0062591376968385
"PLEKHF1",0.000322553810843784
"DAXX",0.00446777708606261
"PANK2",1.11022302462516e-15
"LMNB2",0.0272785733253812
"FAM127A",1.51558876559932e-09
"TBPL1",0.010296342693108
"LAGE3",0.000600197131962021
"EIF3A",8.91158258298219e-11
"COPG1",0.000514137964549466
"LILRB1",3.40622583836492e-05
"NR1D1",0.255486594717468
"ALAS2",0.00608771168264099
"RAB11FIP3",0.000156720043577918
"ADAM8",0.000847022623073013
"EPS15L1",0.0215616717179857
"IRF1",0
"GNL3L",0.000517918390561367
"ARL6IP1",1.45409877250202e-07
"KPNA3",2.2702451578871e-05
"BIN3",1.05483843881871e-10
"CNN2",0.0225397210510825
"AFF4",0.000615626603963859
"PDZK1IP1",0.0735285685808246
"RWDD4",1.93913151091962e-07
"H2AFJ",0.00232365438101345
"GNLY",6.28360956911322e-06
"NCOA3",4.40666403367374e-09
"GOLPH3",0.00074534088732725
"CNOT11",0.0175180488514046
"ADM",0.00015276321833424
"EXOSC3",0.0117509953257056
"VPS4A",1.46354950831817e-05
"RPL13",7.3546265951796e-06
"PLGRKT",0.00669211078946075
"SHCBP1",0.349893615374514
"CLEC4A",0.00349072199306266
"CCDC84",0.00282806630072785
"F5",0.0699494926847333
"EPHX2",0.0193315424966876
"ALDH1A1",0
"CHMP1A",1.08646425189818e-12
"EXOG",4.14338674481485e-10
"SUSD1",9.42763987477058e-06
"RAC2",0.000198809022686763
"NMRAL1",0.203328731438693
"SLC35A5",3.54257779683342e-05
"AOAH",7.3195983997687e-05
"RPLP0",4.11576576375694e-07
"RPL41",7.55615116276864e-06
"CD79B",9.76938458130405e-07
"TMEM181",0
"CMTM8",0.000274083870939634
"SLF2",0.023525726869599
"TUBB1",9.2432728138192e-12
"CLDND1",8.35303826107747e-10
"PSMC1",0.00677050349913633
"VPS37B",2.49665204865579e-06
"TBC1D10C",4.34874358745674e-12
"APLP2",0.0355476759326423
"BCL3",2.14752926552819e-09
"PAPD5",0.000171902816675118
"BUD31",0.00070424832013305
"GZMK",1.85340631730924e-11
"RC3H2",6.5019682748968e-08
"NAPRT",3.29115153818726e-06
"ENO1",0.00430657915436394
"RNF20",0.000399695894642393
"RNF145",1.03615426549908e-06
"IFI16",3.98668875689623e-11
"ZBTB17",2.70165954918689e-06
"YPEL5",3.8588132689199e-11
"CDK11A",0.00049598454191635
"WRAP73",0.194129594072403
"GMDS",0.00363022736087182
"ZNF319",0.63776155485422
"STK4",0.0409593373908687
"MRPS27",0.000231214688145132
"PRAM1",0.000195459073234927
"ATP6V1A",1.51909659418248e-06
"C14orf169",0.43981871088643
"TIMP1",0.0835867571067799
"CD96",4.59950100228923e-09
"PRDX5",0.304538818501979
"SSBP2",9.36803967732658e-11
"GMFG",0.0895170138936211
"UQCRBP1",0.00357422503206539
"NFE2",0.000616577434897403
"GPBP1",1.16484699663744e-08
"FAAP100",0.00198502082615737
"ANKRD10",2.47650122631171e-10
"MED24",0.581555237005314
"RNF7",0.001011972047402
"ENOPH1",5.29066568333292e-10
"ALG3",0.00238091796244311
"MYB",1.73330971797725e-09
"ANXA2",1.32762689730725e-11
"EDEM2",0.00134795013004407
"SCYL2",1.14506151227545e-08
"MAP1LC3A",5.78989417265863e-06
"RSBN1L",6.39254662870847e-05
"TMEM115",0.0293384382487969
"FOXO4",0.00324337855182555
"ANKRD46",7.91960448331963e-08
"CYBRD1",2.48932652269218e-10
"RAB11A",0
"DDX50",0.00526943786485612
"HNRNPK",6.36708835655142e-08
"CKLF",0.229134772796946
"CUTA",9.43212448526465e-05
"PCED1B",0.00175851912657055
"PSMD2",0.0999395406362331
"EIF2D",5.00158922174254e-05
"CEACAM6",0.0369711563280767
"CARD9",7.14872094853547e-09
"ZW10",0.000179500682029765
"FAM174A",3.43322946017022e-06
"TIA1",8.66820559108916e-07
"RPS27L",0.00191757752011168
"RAB40C",0.0566443326505076
"ABHD8",7.81918976562324e-05
"GSKIP",2.58322352397755e-08
"HADHA",0.00534223090848041
"SLC10A3",0.00117215471229937
"HSPH1",0.00190538119373973
"NQO2",9.24684874592518e-06
"PFN1",0.00211748277631885
"YIF1A",0.0695678740564905
"CDC34",0.0020026360215275
"CPQ",0.0300028924003927
"PFKL",0.135717417112575
"PSTPIP2",0
"RPL27A",9.35524150526001e-05
"AKR1C3",7.23057855367415e-07
"MRPL3",1.61821218180869e-06
"MCRS1",0.0193343317793998
"USP16",6.45837905377533e-09
"GSTM2",0.00050035325033293
"KANSL2",9.77231628951358e-11
"FAM46C",5.25044834498445e-07
"DGCR2",4.5058090492045e-07
"CCZ1B",0.0031581951179056
"RPL13A",5.12204390012982e-10
"EIF2B2",0.000178104164028525
"FAM160A2",0.000118454244382171
"MYL6B",0.0359505889665213
"ZNF671",1.49791582249037e-07
"HBZ",0.00918589945481019
"CWC15",0.0297116161163533
"VAMP2",8.85090143620815e-07
"NPC1",0.0437656270944876
"PRKCB",0.000926609355316965
"ATM",2.22044604925031e-16
"S100A6",0.208963669418118
"TSNAX",5.71585480002579e-06
"FBXO11",2.06961048299092e-09
"ZNF786",0.155438674786497
"ALOX12",0.570219203868154
"CORO1A",0.00126789913004066
"ADAM19",2.14206465360967e-05
"GLUD1",0.00137254639937345
"UBE2J1",3.94167579058635e-05
"NME1",0.0130226494428995
"SMIM14",0.13907136040129
"LITAF",0.000342377756923029
"SDF2",0.00648228531913508
"MAF1",0.00174558965221472
"UBAC2",0.0928247288523334
"CMAS",9.76152492171423e-12
"TP53INP1",8.5362827917379e-11
"NAIF1",0.0641973914761387
"LUZP1",0.125441751337546
"ST3GAL2",5.10910980189294e-08
"SETD1A",0.177713182280221
"SNX27",0.00129122084948241
"FAM101B",3.27674522804244e-06
"MARCKSL1",0.000112006243655483
"VAMP3",1.20167209516353e-11
"AHNAK",0.0582153109939032
"CDA",0.0113690942329834
"CAMLG",9.12427888799527e-09
"TOMM22",0.00663656587855876
"TRIB2",1.67055524968873e-09
"ASF1A",3.66939811868860e-12
"CNIH4",0.0636794177260853
"RPIA",2.48352303611199e-06
"ITGB1",0
"CD68",1.94722016289006e-10
"NFKB1",4.34752461164756e-06
"AQP9",9.45994178649379e-05
"HARS2",0.056093780231647
"CCR7",8.04736209558676e-07
"HLA-DRB1",3.10567371819559e-09
"RPS6KA1",5.83929974373731e-08
"SNRPA1",0.0001020047708713
"USP8",0.00186326446004415
"PICALM",0.465998934568817
"PRPF3",4.37207465586731e-06
"HTR2A",4.01019168982941e-08
"CCDC53",0.00470602842101098
"BOP1",0.0519512792312908
"CHMP4A",0.00693005895196297
"ATP6V0E1",0.396027920719065
"EIF3B",0.117729750040842
"TFAM",1.19696796918589e-09
"ITPK1",2.22044604925031e-16
"RNASEK",8.6761000606117e-09
"CEBPA",1.00339980970698e-05
"LGALS9",0
"OGFRL1",0.0309946069796863
"KMT2B",4.30602167345029e-06
"SLC25A37",0.00288660892513826
"SDPR",0
"HGS",0.00905952344987015
"LMF2",2.98180629076938e-08
"CBL",0.0123600806639842
"KRT10",0.0210654707732836
"NLRP12",1.75375833855185e-08
"FAXDC2",4.01241609684355e-05
"CKAP5",0.793744061345723
"RBP7",0.00430226232526221
"ACD",0.001391821184066
"PACS1",0.000454924524464717
"RAB7A",0.0281476671323504
"NAGK",0
"NSMAF",1.02780006727698e-11
"NPC2",0
"NLRC5",5.01598762525646e-13
"BOD1",7.53999841387465e-05
"MYOM2",0.0050981538646484
"CD302",0.00434082482236442
"TMEM87A",1.95621296938953e-13
"GORASP1",3.25680847579335e-06
"RPA3",0.00430035270513995
"TRAPPC1",0.000137276477696124
"DHX16",0.02670118652023
"POLM",1.53927578958601e-05
"LILRA2",0.0116442678324511
"RTP5",0.490977133681929
"STARD10",5.55000490010116e-12
"TXNRD1",0.00330599881251503
"DSCR3",0.37472000690087
"CLSTN1",0.419323870090821
"F13A1",0.0059105125210831
"IGBP1",0.00035419674976056
"MTMR6",6.6282799249251e-09
"CD3G",3.83851692731252e-06
"HLA-DRB3",7.17204073907851e-14
"NFKBIE",7.53996864943929e-11
"VAV1",0.0152962655751605
"MARCH7",2.17423501425174e-09
"RGMA",0.00803002616407045
"PEPD",0.00648658385333378
"RNF24",1.75514491829176e-10
"PFDN1",0.0229641429731025
"CCT8",0.0340645033893027
"IVNS1ABP",2.12566154111915e-06
"SYT11",0.000444719573076791
"APEH",0.00025712997582239
"ZNF549",1.61466001127319e-05
"LIPA",1.42726114815694e-07
"MIS12",1.49914053451106e-05
"AGTPBP1",2.46400677639258e-11
"ECHS1",7.98824992001013e-05
"UQCRHL",0.00127272312181947
"SETDB1",1.6623989518294e-08
"MTIF3",0.0583674027578664
"EML4",4.96077976985809e-06
"C7orf50",2.31810754092177e-06
"HPS6",0.107122899255335
"PARP12",0
"CDKN1C",6.90302370820461e-10
"NRIP1",8.74666027008697e-05
"LRP5L",0.0272399631094769
"NHP2",0.0146247997850376
"ERAL1",0.0009864803034485
"FAM217B",5.14351718772232e-07
"MLLT6",0.0878718465851331
"MT1F",0.00771543967494348
"SLTM",1.00475183728577e-12
"UQCRC2",0.17293838675505
"KCTD2",1.74180186345296e-05
"ETFA",2.78455250846132e-06
"BNIP3L",1.19704246515084e-11
"MT1E",0.0506017415052933
"MFSD3",0.137781412259461
"GADD45B",2.92148527591962e-11
"BEST1",0.0166151520419069
"DAZAP2",4.79097517183114e-05
"LSM3",0.0106775431004287
"KCTD10",0.135201063497865
"C18orf8",0.000169998015758344
"ZNF557",0.0181958314504393
"BRMS1",8.67676926694649e-05
"PRPF31",0.00372193328964809
"FBL",0.000189227994720431
"SLC44A4",0.994700317485368
"CKS1B",0.00514237340313972
"CTSA",1.63226862026633e-07
"P4HB",0.000184069047516333
"TMED3",0.00174512691105932
"WDR26",0.0388992021767961
"FH",0.0252024250041782
"CD1D",0.0267985163475764
"MSH3",0.0165493303273172
"ARF4",0.319276797339659
"CCT6A",0.0127615597978825
"RABEP1",9.08565889190527e-10
"SLC27A3",3.15580894749701e-12
"TMEM63A",2.15795289881804e-06
"MRPL38",0.000847247273859431
"MSRB1",0.000284677419707169
"NFKBIZ",0.488408366774513
"PTGES3",0.0131843899597632
"RNF13",0.00102528287273018
"HADH",6.241456819156e-07
"FEM1A",0.120445725662153
"PIK3IP1",5.95967719618784e-13
"HAL",0.0206637080516172
"ZFAND3",1.29835646678345e-08
"EHD4",0.014749010591445
"RCC2",2.66265856563308e-06
"ETS2",0.250579241157493
"CWC25",0.0349522689579722
"TRIP12",0.108466693111892
"CDR2",1.64535052249448e-13
"E4F1",0.305248462521264
"OSTM1",0.0794201327554427
"SLC25A46",0.000297545015529366
"SLC7A5",0.0229653396003515
"PPDPF",0.242608668536776
"POLR2I",7.30167563232076e-05
"SYTL3",1.78259253136304e-07
"SLC25A3",0.0590645530683372
"CSNK1D",1.91570011365272e-05
"STX11",1.11022302462516e-15
"TECR",4.18376553956712e-07
"ZFP36",1.17661988454643e-05
"DECR1",2.0950731149938e-08
"BAZ2B",1.09398468062238e-09
"ABRACL",0.0359376278232004
"MS4A6A",0.407090415032097
"PTMS",0.00754746227933278
"SP4",3.04622882474348e-10
"TAF10",9.31052901247398e-05
"C14orf159",0
"HLA-C",1.80560011386888e-11
"USP10",0.00339536781399774
"TOMM34",0.197174825613006
"GRPEL2",2.1538326677728e-14
"AAR2",0.11007282272307
"CERK",1.13797860024079e-11
"MRPS18B",0.070914619267514
"MOB3A",6.53168870419218e-05
"MAGT1",0.000145294672255325
"ATP6V0B",1.50245741790123e-05
"RANBP1",0.00142784662497131
"TMEM127",0.000456732606310739
"VPS18",5.49917348613427e-06
"NKTR",4.59654536655307e-12
"ARID5B",3.71924713249427e-13
"TSC22D4",7.55955076314763e-10
"RSU1",1.39526390441347e-10
"PNN",3.07975867031018e-13
"MED1",0.486159468869472
"GPN2",0.0333765712009382
"IL18RAP",8.89899256550919e-05
"IER5",0.130282358596594
"RYBP",9.68863211392446e-06
"TIMP2",0.000712955277478278
"ITGA2B",0.239165572847142
"BLMH",0.128060017096785
"NAA10",0.00616588207751956
"CARD11",0.093977090782108
"SAFB",0.975944161315147
"ARMC1",5.47308447486072e-05
"CASP5",1.1507378647746e-06
"MBOAT7",5.19253529063235e-11
"PAFAH1B1",0.179171369911898
"IL17REL",0.125345871722223
"GK2",0.0289174742324858
"CHRAC1",0.016990114170119
"APRT",5.49759391252902e-05
"DUSP19",1.7436889487854e-07
"KDM3A",9.17680694945133e-06
"CD163",0.10020707166201
"NUCB1",2.11608508493555e-13
"SF3B4",2.42630859847992e-09
"RAD23B",3.96778085016702e-05
"ROGDI",0.000213476968978665
"CDKN1B",6.76436684443615e-12
"MRPL46",1.15611480533406e-06
"PPP2CA",9.65355889670505e-08
"MYH9",0.044707412437216
"EIF4A1",3.930210987102e-06
"MRPS11",8.59055444324408e-06
"TLR5",0.0128434444061569
"CD72",0.000235096209941998
"ZCCHC9",0.01920859562932
"MAP3K1",5.49739280641948e-05
"OLR1",0.354992519852444
"NAPSB",1.83984448232088e-07
"IPO9",0.00591103341543686
"ANAPC5",0.0496474138538308
"ELOF1",0.00547615973114679
"DUS3L",0.0204220502051223
"ASCL2",3.33066907387547e-16
"HACL1",0.000462441938930302
"BST2",0
"HK2",0.00271349819477917
"MAP4K2",0.0500464701594454
"PRPH",0.0127523080124126
"ACKR1",0.0205914730708847
"GRAMD4",0.0455153818303435
"RSL1D1",2.89096330441385e-06
"CSNK2A2",0.0105364677685645
"MRPS6",1.76438537209389e-05
"GTF3C5",0.00567319509809772
"IFI44L",4.32986979603811e-15
"TARP",0.00309647079800568
"LGALS1",7.9728663804346e-07
"PLCB2",3.39398630533339e-06
"TMEM123",3.37228799380807e-05
"CBX4",0.0588357392883598
"ORAI1",8.46904597562315e-08
"NPEPL1",0.0187702844390039
"GRN",1.06935606380976e-06
"LYPD2",0.00557019164945605
"KDELR2",0.413006942655265
"TOR1B",2.90578421702214e-06
"ERLEC1",1.84907609224183e-08
"INO80E",0.00029101115865271
"TACC3",2.18833322573886e-07
"SELL",5.27150545437394e-11
"GCAT",0.0112993871907485
"AXIN2",4.72732963885392e-13
"RFC4",4.62509663006205e-05
"LYSMD2",4.6074255521944e-14
"LY96",0.0182311260789321
"PPP4R1",0.0024396738402418
"SLC2A8",0.00513586170719293
"CD3D",9.62235614010432e-06
"BNIP3",2.56534793408036e-11
"RIOK3",9.34037291955292e-11
"NCK2",3.64896353577393e-07
"D2HGDH",0.00119054508948679
"PARN",0.568377801216955
"PCBP2",0.169533020305927
"C14orf93",0.297390051421021
"SLC22A18",0.000601128772071524
"NUDT3",0.000648508328904063
"CCDC12",0.000620493086614493
"TSPAN31",0.000966728038810594
"XPO1",6.78487888094992e-09
"FAM50A",0.00820278377001049
"INTS12",0.000540608178114965
"PITPNM2",2.3326446627614e-06
"GSTK1",0
"SNAPC1",0.0975863684335938
"NELL2",1.95843341543878e-13
"B2M",0.00935035944212648
"GK",5.47806244810545e-11
"ACTN4",1.11385592882485e-05
"FAM188A",7.13904506688401e-06
"GGNBP2",1.67477143264705e-12
"SUMO3",6.44248627064137e-05
"MOV10",0
"CLPP",0.00582412953816136
"ATG16L1",6.14631723294679e-09
"MKNK1",0.163792569345983
"RFX1",0.00118231811395797
"USP3",0.410041938473577
"HOXC10",0.274759671330731
"RAPGEF6",0.000322367542937574
"GPX7",0.000128494230560716
"CERS2",0.000387693466657568
"SLC45A3",0.138178929529662
"EDF1",0.00138077626242539
"ITGAX",7.55909545679945e-05
"C19orf52",0.0912353639012934
"FLOT2",0.00587381925660646
"TBCA",0.0030452981953486
"TGFBR2",0.0745529375678219
"KIAA1551",1.27026966723065e-09
"ST13P4",0.00284610810764463
"NECAP1",2.01933787828956e-05
"RPL14",0.000334395056223569
"LILRA5",1.0368984759701e-07
"MAP3K5",3.64882015579937e-05
"PIK3R2",0.483154153318699
"CD248",0.553729889792211
"FAM65B",1.66561470531512e-05
"PSME1",0
"NUSAP1",0.0514157426773576
"MRPS30",0.000931613884927796
"COPS4",0.0029622739702273
"CNDP2",0
"RNASEH1",0.535099444480508
"TPCN2",0.0619967272146431
"TCEA3",7.18846249134764e-05
"DDX46",9.96980276113391e-14
"COLGALT1",0.0153264662527257
"PPP1R16B",0.0532561275720345
"KLHL42",1.47473944167587e-09
"WDR36",0.000130624852135552
"WARS",0
"TAF6L",3.95142132240123e-05
"CD4",0.0399536354696834
"RMDN3",0.0685166139501003
"LEMD3",2.64233079860787e-14
"CDC16",0.000126969616560446
"HCLS1",0.00196922679022982
"HDAC1",0.0288866084856674
"TPRG1L",0.000173114540977348
"OLIG2",0.524410707266855
"ZNF827",0.000560910437787721
"XRN2",0.0322056730862252
"SSH1",7.08665239823603e-08
"TNFAIP2",0
"TRIT1",0.0101232609776722
"GPBAR1",0
"RAB33B",0.000296184440739089
"SYNCRIP",4.27128654386655e-05
"CASP1",8.12172731734506e-06
"MPC2",0.00915728081059397
"SLC35B1",4.79972676112883e-05
"ALDH3B1",5.48742357775467e-07
"AKR1A1",0
"EIF4EBP2",0.00489303833822863
"TNF",2.49113618622232e-10
"GNG7",0.000344287858124126
"LDHB",2.27843983702236e-06
"PRELID3B",1.50082153215214e-05
"LUC7L3",2.47769826877686e-09
"CLDN5",0.544621856475369
"OGFR",0
"ZNF548",1.98357996694654e-11
"SPAG9",0.00326449554697117
"PUM2",1.09630082789636e-11
"ACPT",0.360836787654861
"PSMD4",0.0112300139827086
"C19orf38",0.140437563493497
"INPPL1",0.000428505268167179
"GHITM",7.00032367473291e-06
"YWHAH",5.92847599412138e-06
"FNTB",0.0156632539469457
"COPZ1",0.00173875360244102
"TTC3",0.0028353769474796
"FCGR3B",5.7371902784098e-08
"PMPCB",1.20833388295161e-06
"IL17RD",4.10258497733906e-05
"KIAA0196",0.00744519978428904
"PELP1",0.109693989525432
"GDE1",0.0183739726324905
"ZNF816",7.16831762614945e-07
"IL17RA",8.04245559038463e-13
"NGLY1",0.0127145444563448
"FBP1",0.0463028711376
"DDX3X",1.37359680296711e-08
"SCAMP1",1.33226762955019e-15
"PRC1",0.0447665937689843
"SCO1",0.00278062517119548
"PA2G4",1.66923421529575e-07
"SEPT7",0.00317762141951516
"RPL9",4.50232203164092e-06
"MSH6",3.26456210952841e-08
"CHPT1",0.00100287258415777
"CENPV",0.00479124908673567
"NOTCH1",9.06730941478973e-05
"GPA33",0.0017921537953407
"SPATA5L1",0.938024138061976
"BEX3",0.000147435946445174
"TPP1",0.00917479837019375
"CYB5R1",0.00387067457344881
"MYH4",0.156205670712951
"SPHK2",0.000334945845693602
"RNF130",0.188878647066893
"TOR1AIP1",0.0149972642145741
"USP7",0.288508597241852
"GNE",0.000468283953774296
"TSPAN9",0.00977597140286002
"GMPR",0.00130697203526919
"NAXE",1.32153787889555e-05
"PEF1",5.51825818706497e-07
"HERC5",0
"S100A8",0.0540916769549826
"VDAC3",2.38048441045802e-05
"ABCA7",5.71375606828184e-08
"PILRA",1.83075776760688e-13
"CHAMP1",0.00354371981124602
"BOK",0.166389586850605
"C7orf26",4.4210940747913e-05
"GSTT1",0.187208564663112
"RPUSD2",0.0028347900605189
"RPUSD4",1.99286214264127e-06
"COMT",6.89323201368275e-05
"GSPT2",6.35138805549218e-07
"MED16",0.00639593853167242
"CCDC115",0.00145378331293133
"FOLR3",0.000165379024947732
"NPHP3",2.1517765347312e-10
"ZDHHC7",0.000268202117886029
"DBNDD2",0.000230092723171316
"EVL",0.00418700536909422
"RNASE2",0.0169415476399034
"SLC22A15",0.365002493429488
"YTHDF2",0.0028920510841981
"LGALS3",0.518251908005116
"BSG",0.000424089453419874
"ADORA3",0.407907799537161
"TMEM205",6.2923879978527e-05
"SNORA70",2.29631828001509e-05
"ZNF512",2.10756158325331e-05
"AZU1",0.0163194060684899
"KLHDC3",0.000643577338422685
"TMEM59L",0.61481506740241
"ERICH1",1.13017213476674e-06
"TRA2A",0.000242933872384388
"TLR1",0.00978667172989778
"COQ8A",0.0464050888200926
"ORC6",0.150996818875226
"CCDC92",0.00022536874039103
"ZBTB43",0.000144972752722516
"TEX2",0.00559344768306169
"STRAP",0.405120990334374
"RNF213",9.65894031423886e-15
"PARP9",0
"GZMH",2.53342307465765e-07
"DPEP3",0.100980215896088
"PARL",1.50651771280153e-07
"ARNTL",5.53765581570165e-05
"MARCO",4.16644496681329e-12
"RPL26",0.000121768035630909
"UCHL5",4.94047123023034e-05
"DAD1",0.0828040005721441
"CASP3",1.34142699170781e-08
"FOXJ2",0.367000465388884
"ZNF641",8.57647286522933e-13
"RIN3",6.88604325227438e-06
"NINJ2",0.0417642711373623
"ATP1A1",0.0547144224854043
"LOC606724",0.000991653134165826
"OXA1L",4.18962551218538e-06
"SCYL1",3.31622463632941e-05
"DPM2",0.0389622606560317
"SNRNP70",6.94183496796619e-06
"ARHGAP1",0.00128071938435825
"HIST2H2BE",0.00084430099213495
"KIAA0101",0.036882358188143
"NARS",0.000264654432759359
"ID3",1.42859656819816e-05
"SIK3",0.0634945718468832
"MAPKAPK3",1.3722334293309e-06
"CHMP5",0.0091237782030571
"SEC14L1",7.53557292898499e-07
"TMEM216",7.80293925695119e-07
"FAM214B",1.39728810744089e-08
"HCFC1",0.0160626324882163
"PPP6R3",0.00142893032892299
"SNX17",1.51121677782751e-06
"CHST7",1.22992401674349e-06
"SLX4",0.137052188804336
"SIPA1L2",0.0355368983881803
"PPP1R18",7.27057901439565e-07
"RASSF7",1.16471587513489e-05
"KIR3DL1",0.0190930289716126
"PSMD8",0.107403953332089
"CYSLTR1",0.000700702491011618
"C1RL",0.189554132174927
"EIF2A",2.61854430760877e-05
"PIGB",0.0417669879319389
"ITGB3",0.573075841427811
"FASTKD5",1.59958823964246e-10
"PRKCQ",1.43755946035995e-07
"GOLGA3",0.305475131669102
"RNA28S5",0.00016755663602197
"TFB1M",9.86594494656323e-07
"NDUFC1",0.00167194411831262
"MTF2",0.154138169040403
"BLOC1S6",0.603534566047106
"MPP1",0.00232087404536019
"AZI2",0.00172631034144177
"IMP3",0.00840401309153194
"TMEM179B",1.33226762955019e-15
"MCRIP1",9.60317438902791e-08
"UBALD1",0.000319647853751492
"RUNDC1",0.00952940772752464
"TCEB2",0.499278300024744
"PDCD6",0.102443933463674
"MMD",5.55111512312578e-16
"FKBP8",0.00143873248608428
"SIRPB1",6.1840108278588e-07
"TATDN2",0.0848203714540068
"GDI1",4.52020750163484e-07
"RNGTT",1.10134124042816e-12
"SPPL2A",0.000314737077780292
"DDOST",0.128692912659846
"DUSP18",1.2730826615126e-08
"GCN1",0.897298676112836
"YME1L1",0.449813079776407
"DPF2",5.912384269946e-06
"GPX4",0.000171218568170373
"KIF2A",1.06883391026713e-11
"BSDC1",3.1687208412734e-11
"TSEN15",1.09035003248437e-12
"ARID1A",1.94541782683189e-09
"TC2N",5.00230123989809e-09
"SRRM2",0.0991808670990266
"BDKRB1",0.226325775509773
"FRG1",0.422747206518658
"CHST13",7.09132200109597e-05
"VPS16",0.194727297888094
"GPR65",0.0138372140490642
"ARHGDIA",3.49698019719291e-06
"NUP88",3.52108560244258e-05
"SELPLG",9.51589052000656e-09
"SFT2D1",0.0147660616207279
"KLF6",0.000637955888283859
"CHST12",0.00103135255847575
"TIMELESS",0.588644720076025
"GLB1",1.19680941157441e-06
"NCSTN",4.22153011947479e-06
"WDSUB1",0.00860252612379675
"MCEE",4.27863766638836e-09
"SDAD1",0.000934280364453199
"DCAF5",0.000200024663161713
"NUDT16L1",1.80369297275718e-09
"ISCU",0.117656692567186
"FAM98A",0.0141627021619124
"DDX21",0.00471002717273206
"R3HCC1",0.0148048589517793
"HOPX",6.27162961563954e-08
"CDC42SE2",6.17397910573914e-10
"RTTN",0.00232406032738197
"KRT1",0.000566221930540678
"KATNB1",0.0969787353736977
"SLC11A1",9.00845736321321e-05
"NISCH",6.97316780762236e-06
"KLF2",0.0263892812496542
"BCKDHA",0.00201778484267079
"COPS5",0.000259280025193931
"YRDC",4.76455222853112e-06
"ELL",0.00301673758486642
"SUB1",0.000120375665860095
"CNOT8",2.22992904506114e-05
"TYW1",0.227233859816365
"FRAT1",2.8685826025221e-05
"CYP4F3",0.000784486429026066
"CHTOP",0.0095797877835766
"CALR",0.000660526841747333
"ANGEL2",2.70894418008538e-14
"PDXP",0.0328830424540471
"SECISBP2",0.00675258521563404
"RACK1",0.0462956246119115
"FOXN2",5.0127793027599e-09
"CD74",3.26405569239796e-13
"CASP2",0.000119796913202075
"TRIM28",0.000978462733922436
"TMED10",6.73612625590181e-06
"TKT",2.19280587205883e-05
"RB1CC1",1.50832679679525e-11
"CLNS1A",7.64663207208915e-06
"PRSS33",0.246100042199451
"TMEM140",9.10382880192628e-15
"TMOD1",0.000187144014564655
"UGCG",0.4145961432408
"HPRT1",4.05731208608096e-06
"SIGIRR",0.000148551370190875
"RPL39",2.89751204585187e-05
"PLCL2",0.000280737096299499
"TXLNA",0.782770620335859
"TRAM1",3.62767593742319e-10
"GRAMD1A",0.268385421111242
"SH3BGRL3",0.00823070389258307
"FLII",9.94310006393606e-05
"CDCA7",0.0408073610890087
"MCM4",0.0610508896815473
"MAT2A",0.000179790121739742
"GLRX",0.140248998193121
"BCL6",0.00032728523568748
"FNIP1",2.62593140898382e-06
"DDX41",0.00025314200300075
"PSMD14",0.00815799864413291
"PCMTD1",2.60858667999742e-10
"OXR1",6.31716901011714e-14
"KYNU",1.81162502554955e-07
"RPL29",0.000122266052306141
"TAF4",4.82993867123582e-10
"N4BP2L2",9.57970158910193e-06
"VARS2",0.556334377270574
"TMEM219",1.96737004465319e-09
"CDC40",2.55348903133168e-08
"CRLS1",5.96262666596736e-06
"NDUFA12",0.00230576794310311
"GTF2B",0.0219091360241002
"PSMB4",1.5295464361742e-07
"LSM5",0.00222505877253831
"PRNP",5.25959276131971e-11
"FAM170B",0.000146813875486984
"COPE",3.74397624014478e-10
"SUMO2",0.000234481809356257
"METTL4",8.15929709796492e-07
"NDRG3",0.0361757579643416
"HS1BP3",0.000372895924107164
"RBM6",0.00909340488171018
"PIGU",0.989504228124344
"EIF4E2",1.50866985570985e-10
"MICU2",4.88704997847478e-06
"RNPEP",0.00051446421589052
"TUFM",1.48097502261635e-07
"EEF2",0.0169266147061355
"G6PC",0.477300998408646
"KEL",0.0217839204113689
"HAUS2",0.250070816657774
"SNX30",0.00049421636653979
"MYD88",1.05643789516385e-06
"VHL",0.000151505270629348
"PRKAR1A",2.01260941912196e-07
"CMPK1",1.14130926931466e-13
"GLOD4",0.00723284853141237
"PRPF8",0.149032984436868
"NUP62",3.18385873221416e-09
"FXR2",0.0510077296782799
"TRIM26",2.45662001852054e-09
"CYB561D2",5.33099171629026e-06
"MAST3",9.45875999525114e-07
"TFCP2",0.550367886808069
"PIGT",0.00127595711068229
"PLP2",0.0628216134460704
"PPP2R5A",2.58587427914847e-07
